date,usdjpy,eq_price,fx_ret,eq_ret,eq_ret_local,jpy_2y,jpy_10y,us_2y,jpy_2y_change,jpy_10y_change,us_2y_change,vix,diff_compression,yen_vol,jgb_pressure,fragility_pca,fragility_equal,fragility_no_vix,fragility_japan_only,boj_event,boj_shock,boj_tightening_shock,boj_easing_shock,major_tightening_event
2016-06-15,106.22,46.0,-0.2073320882185925,0.9611257910113746,1.1684578792299671,-0.284,-0.197,0.69,-0.599999999999995,-2.500000000000002,-5.000000000000004,20.14,4.400000000000004,0.6586408384709282,1.1400000000000001,0.45907235555133674,0.371428986891557,0.4226442744719048,0.23311281037953602,0,0.0,0.0,-0.0,0
2016-06-16,104.39,45.8,1.7378529574045842,-0.4357305368956066,-2.173583494300191,-0.284,-0.208,0.7,0.0,-1.0999999999999983,1.0000000000000009,19.37,-1.0000000000000009,0.7178062871278473,1.19,0.5536265539742131,0.17991280076870148,0.20213055497301938,0.38828451190365404,1,0.0,0.0,-0.0,0
2016-06-17,104.27,45.72,0.11501966187053014,-0.1748252193529254,-0.28984488122345553,-0.255,-0.157,0.7,2.899999999999997,5.099999999999999,0.0,19.41,2.9000000000000026,0.7176002080096902,1.3849999999999998,0.7686672026761865,0.4206392414688493,0.5212892103481989,0.5160641810752122,0,0.0,0.0,-0.0,0
2016-06-20,104.63,46.76,-0.34466285914538375,2.249229767725769,2.5938926268711526,-0.251,-0.151,0.74,0.40000000000000036,0.6000000000000005,4.0000000000000036,18.37,-3.600000000000003,0.7057572505257109,1.2899999999999998,0.5159822910479188,0.04941067638275043,0.07337602808385783,0.4291249308307191,0,0.0,0.0,-0.0,0
2016-06-21,104.64,47.08,-0.009557031593310228,0.6820145788208443,0.6915716104141545,-0.247,-0.146,0.76,0.40000000000000036,0.5000000000000004,2.0000000000000018,18.48,-1.6000000000000125,0.6941083776027536,1.1649999999999998,0.4129960069242667,0.09000196699237151,0.12252043527788758,0.3228629191134514,0,0.0,0.0,-0.0,0
2016-06-22,104.59,46.28,0.04779429427115289,-1.7138380066600067,-1.7616323009311596,-0.242,-0.15,0.75,0.5000000000000004,-0.40000000000000036,-1.0000000000000009,21.17,1.5000000000000124,0.6848564506936357,1.16,0.5623882066597614,0.3095680556292488,0.29355727799462406,0.30045131830066835,0,0.0,0.0,-0.0,0
2016-06-23,105.7,47.32,-1.055694811001473,2.2223136784710107,3.2780084894724837,-0.238,-0.146,0.78,0.40000000000000036,0.40000000000000036,3.0000000000000027,17.25,-2.6000000000000023,0.7377242087809796,1.1549999999999998,0.45059426190210616,0.045056668036019175,0.11824878592204217,0.4064447563338389,0,0.0,0.0,-0.0,0
2016-06-24,102.32,45.36,3.2499735605604485,-4.23023796906894,-7.480211529629388,-0.289,-0.201,0.64,-5.099999999999999,-5.500000000000002,-14.000000000000002,25.76,8.899999999999997,0.9805801591210831,1.3900000000000001,1.9155660204526987,1.179543398324209,1.2458346787671355,1.062946516178678,0,0.0,0.0,-0.0,0
2016-06-27,101.65,45.12,0.6569617196231725,-0.5305052229692908,-1.1874669425924633,-0.284,-0.202,0.61,0.5000000000000004,-0.10000000000000009,-3.0000000000000027,23.85,3.500000000000014,0.9783913384281235,1.3250000000000002,1.6851106000019227,0.8481242418363518,0.8903667338612493,1.0156868795922929,0,0.0,0.0,-0.0,0
2016-06-28,102.41,45.8,-0.7448824012990407,1.4958483930335387,2.2407307943325794,-0.293,-0.233,0.61,-0.9000000000000008,-3.1,0.0,18.75,-0.9000000000000119,1.0148864652676255,1.455,1.5743608099149955,0.5575269894240233,0.7336700893345546,1.176594882320542,0,0.0,0.0,-0.0,0
2016-06-29,102.66,46.4,-0.24381930448109657,1.301536811207038,1.5453561156881346,-0.298,-0.242,0.62,-0.5000000000000004,-0.899999999999998,1.0000000000000009,16.64,-1.4999999999999902,0.9826253284222642,1.4949999999999999,1.4009737859562883,0.43873121679359517,0.6707496506969951,1.1362078111166949,0,0.0,0.0,-0.0,0
2016-06-30,102.73,46.0,-0.06816300960155175,-0.8658062743114314,-0.7976432647098797,-0.299,-0.237,0.58,-0.10000000000000009,0.5000000000000004,-4.0000000000000036,15.63,3.8999999999999924,0.9860905315233477,1.48,1.4198449472037815,0.6460771684597088,0.9929117082668407,1.1335086166990191,0,0.0,0.0,-0.0,0
2016-07-01,102.64,45.92,0.08764669207916853,-0.17406444777838814,-0.2617111398575567,-0.329,-0.262,0.59,-3.0000000000000027,-2.500000000000002,1.0000000000000009,14.77,-4.0000000000000036,0.9862340790642955,1.58,1.3517442078112585,0.2944558352518335,0.562996806827552,1.1995518234479232,0,0.0,0.0,-0.0,0
2016-07-06,100.71,45.92,1.1059656523520367,0.0,-1.1059656523520367,-0.334,-0.278,0.58,-1.4000000000000012,-2.100000000000002,1.9999999999999907,14.96,0.5000000000000115,0.9547533206505784,1.5900000000000003,1.342415097963929,0.4741307047266856,0.7939661213918546,1.1410538946506708,0,0.0,0.0,-0.0,0
2016-07-07,100.99,45.96,-0.2776402378412257,0.08707009692439094,0.36471033476561665,-0.343,-0.283,0.58,-0.9000000000000008,-0.4999999999999949,0.0,14.76,-0.9000000000000119,0.9472596131746202,1.6149999999999998,1.3128414761185074,0.40482428486857736,0.7106072227061316,1.1420005823779076,0,0.0,0.0,-0.0,0
2016-07-08,100.42,46.28,0.5660111431906145,0.6938449344920716,0.1278337913014571,-0.354,-0.293,0.61,-1.0999999999999954,-1.0000000000000009,3.0000000000000027,13.2,-4.0999999999999925,0.9469136854114218,1.6149999999999998,1.188816604501905,0.20754334277408115,0.5181533233558229,1.141285529365744,0,0.0,0.0,-0.0,0
2016-07-11,102.48,47.4,-2.030626698191984,2.391232637555518,4.421859335747502,-0.351,-0.282,0.66,0.30000000000000027,1.100000000000001,5.000000000000004,13.54,-4.700000000000015,1.0750808335027258,1.59,1.536658008593899,0.3163310695415039,0.6478192017997371,1.3897779337841114,0,0.0,0.0,-0.0,0
