,fx_ret,jpy_2y_change,jpy_10y_change,eq_ret
const,-0.014634410598061576,0.04104786287314296,0.07726148236506201,0.028312025565170783
fx_ret_lag1,-0.03392239043648739,-0.05781287093190994,-0.09284146445863697,-0.020122241242327296
jpy_2y_change_lag1,0.024667750277728582,0.10195585057256858,-0.01756593356977468,-0.05463096773840529
jpy_10y_change_lag1,-0.013252858053831848,-0.06211108918753657,0.012698005875648719,0.05777087690192219
eq_ret_lag1,0.06166965247691962,0.07747095200711862,0.005788896082123326,-0.07745024544644201
boj_shock,0.12056686595960232,0.9805814610187817,1.2651311584278315,0.17121134341223063
