horizon,fx_ret,jpy_2y_change,jpy_10y_change,eq_ret
0,2.16182129563093,0.05555082943155121,-6.76283655614302,1.5388656258786364
1,2.1207615122373866,0.922930030941588,-5.393484450095825,0.9086938599029106
2,2.0885641593764377,0.8811912714650081,-5.5011230118225125,0.9708952948626358
3,2.0911968124908125,0.8848924439077788,-5.503451850364019,0.9654145305756924
4,2.0909451890659962,0.8846416280615159,-5.504769999009122,0.9654426359282641
5,2.090958695375461,0.8846536993301086,-5.504851360582196,0.9654114567674411
6,2.0909581117180274,0.8846548494211941,-5.504863834667223,0.9654080826962244
7,2.090957955161209,0.8846547675477385,-5.504865251844365,0.9654078744318462
8,2.090957980080327,0.8846547973738268,-5.504865400583634,0.9654078272381025
9,2.090957976471605,0.8846547979290325,-5.5048654186199695,0.965407822229037
10,2.090957976709789,0.8846547980078405,-5.504865420819293,0.96540782196083
11,2.0909579767007043,0.8846547980632415,-5.504865421022979,0.9654078218562241
12,2.0909579766979203,0.8846547980604793,-5.50486542105485,0.9654078218547224
13,2.090957976698433,0.8846547980613657,-5.504865421057474,0.9654078218534524
14,2.090957976698355,0.8846547980613586,-5.504865421057868,0.96540782185338
15,2.0909579766983613,0.8846547980613639,-5.504865421057909,0.9654078218533717
16,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
17,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
18,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
19,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
20,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
21,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
22,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
23,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
24,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
25,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
26,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
27,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
28,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
29,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
30,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
31,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
32,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
33,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
34,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
35,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
36,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
37,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
38,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
39,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
40,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
41,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
42,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
43,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
44,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
45,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
46,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
47,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
48,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
49,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
50,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
51,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
52,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
53,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
54,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
55,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
56,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
57,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
58,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
59,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
60,2.090957976698361,0.8846547980613657,-5.504865421057913,0.9654078218533697
