,fx_ret,jpy_2y_change,jpy_10y_change,eq_ret
const,-0.01512226423482098,0.041092314468177814,0.07731334224417191,0.028743450456353573
fx_ret_lag1,-0.031007210178639125,-0.058078492426783215,-0.09315135431978427,-0.02270023027583061
jpy_2y_change_lag1,0.024821465801104572,0.10194184452714664,-0.017582273856817557,-0.05476690339194704
jpy_10y_change_lag1,-0.01313917293599204,-0.062121447796018456,0.012685920905847324,0.057670341442314005
eq_ret_lag1,0.061310348768417997,0.07750369056176103,0.0058270908304700565,-0.07713250145180572
boj_shock,0.04796800625669477,0.9871964267961083,1.2728485716108606,0.23541288417633166
boj_shock_x_fragility_lag1,0.1229380225235892,-0.011201702272650143,-0.013068573247592355,-0.10871810517142454
